sale_id,category,qty_mkgs,demand_label,demand_score,lots,kgs
SALE_34_2025,semi_leafy,0.58,fair,3,1410.0,585645.0
SALE_34_2025,tippy,0.82,fair,3,1791.0,818511.0
SALE_34_2025,premium_flowery,0.04,fair,3,352.0,44608.0
SALE_34_2025,off_grade,1.28,fair,3,2556.0,1280176.0
SALE_34_2025,dust,0.41,good,4,510.0,412306.0
SALE_34_2025,total,5.1,goodgeneral,3,,
SALE_49_2024,high_medium,0.83,less,2,1827.0,826003.0
SALE_49_2024,leafy,0.78,fair,3,2043.0,779963.0
SALE_49_2024,tippy,1.07,fair,3,2256.0,1071589.0
SALE_49_2024,premium_flowery,0.05,fair,3,389.0,55346.0
SALE_49_2024,off_grade,1.2,less,2,2341.0,1203963.0
SALE_49_2024,dust,0.56,less,2,631.0,564694.0
SALE_49_2024,total,6.16,less,2,,
SALE_06_2026,ex_estate,0.73,goodgeneral,3,748.0,729368.0
SALE_06_2026,high_medium,0.56,fair,3,1394.0,556400.0
SALE_06_2026,leafy,0.96,fair,3,2551.0,959969.0
SALE_06_2026,semi_leafy,0.7,fair,3,1723.0,696649.0
SALE_06_2026,tippy,1.06,fair,3,2290.0,1058442.0
SALE_06_2026,premium_flowery,0.03,fair,3,253.0,34822.0
SALE_06_2026,off_grade,1.45,less,2,2761.0,1449665.0
SALE_06_2026,dust,0.46,less,2,532.0,464532.0
SALE_06_2026,total,5.95,fair_general,3,,
SALE_02_2024,ex_estate,0.71,improved,3,692.0,714814.0
SALE_02_2024,leafy,0.69,improved,3,1933.0,693228.0
SALE_02_2024,semi_leafy,0.61,irregular,3,1450.0,606908.0
SALE_02_2024,tippy,0.86,improved,3,1822.0,859124.0
SALE_02_2024,premium_flowery,0.07,improved,3,427.0,68439.0
SALE_02_2024,off_grade,1.08,fair,3,2201.0,1077369.0
SALE_02_2024,dust,0.44,irregular,3,501.0,444125.0
SALE_02_2024,total,5.11,improved,3,,
SALE_10_2026,ex_estate,0.75,good,4,797.0,748348.0
SALE_10_2026,high_medium,0.52,fair,3,1267.0,519138.0
SALE_10_2026,leafy,0.69,fair,3,1953.0,694315.0
SALE_10_2026,semi_leafy,0.58,fair,3,1483.0,577101.0
SALE_10_2026,tippy,0.82,fair,3,1843.0,818514.0
SALE_10_2026,premium_flowery,0.04,less,2,285.0,36644.0
SALE_10_2026,off_grade,1.28,irregular,3,2465.0,1279284.0
SALE_10_2026,dust,0.48,less,2,554.0,480312.0
SALE_10_2026,total,5.15,bearish,3,,
SALE_23_2024,high_medium,0.76,good,4,1641.0,761337.0
SALE_23_2024,leafy,0.54,fair,3,2053.0,860859.0
SALE_23_2024,tippy,0.84,good,4,1725.0,839650.0
SALE_23_2024,premium_flowery,0.05,good,4,308.0,49311.0
SALE_23_2024,off_grade,0.97,good,4,1916.0,971753.0
SALE_23_2024,dust,0.47,fair,3,506.0,467912.0
SALE_23_2024,total,5.32,good,4,,
SALE_45_2024,high_medium,0.61,less,2,1440.0,611003.0
SALE_45_2024,leafy,0.7,fair,3,1802.0,663764.0
SALE_45_2024,tippy,0.9,fair,3,1934.0,897544.0
SALE_45_2024,premium_flowery,0.05,fair,3,345.0,47547.0
SALE_45_2024,off_grade,1.21,fair,3,2302.0,1215842.0
SALE_45_2024,dust,0.5,less,2,578.0,503286.0
SALE_45_2024,total,5.41,less,2,,
SALE_44_2025,ex_estate,0.61,good,4,645.0,613866.0
SALE_44_2025,high_medium,0.55,fair,3,1323.0,553663.0
SALE_44_2025,leafy,0.76,fair,3,2014.0,758916.0
SALE_44_2025,semi_leafy,0.68,fair,3,1624.0,680377.0
SALE_44_2025,tippy,0.93,fair,3,2003.0,927762.0
SALE_44_2025,premium_flowery,0.06,fair,3,409.0,57090.0
SALE_44_2025,off_grade,1.23,fair,3,2396.0,1229939.0
SALE_44_2025,dust,0.37,irregularlylower,3,430.0,367464.0
SALE_44_2025,total,5.19,fair_general,3,,
SALE_31_2025,ex_estate,0.76,good,4,792.0,765268.0
SALE_31_2025,high_medium,0.73,fair,3,1677.0,728132.0
SALE_31_2025,leafy,0.8,fair,3,2051.0,805740.0
SALE_31_2025,semi_leafy,0.68,fair,3,1594.0,683161.0
SALE_31_2025,tippy,0.95,fair,3,2031.0,952653.0
SALE_31_2025,premium_flowery,0.05,fair,3,399.0,52748.0
SALE_31_2025,off_grade,1.3,less,2,2515.0,1302598.0
SALE_31_2025,dust,0.48,good,4,568.0,485408.0
SALE_31_2025,total,5.77,improved,3,,
SALE_02_2026,ex_estate,0.74,fair,3,773.0,737144.0
SALE_02_2026,high_medium,0.67,easier,3,1581.0,667214.0
SALE_02_2026,leafy,0.79,less,2,2117.0,794803.0
SALE_02_2026,semi_leafy,0.65,fair,3,1561.0,646957.0
SALE_02_2026,tippy,0.93,fair,3,2016.0,929335.0
SALE_02_2026,premium_flowery,0.05,less,2,402.0,55080.0
SALE_02_2026,off_grade,1.26,irregular,3,2409.0,1261546.0
SALE_02_2026,dust,0.46,firmtoeasier,3,545.0,462576.0
SALE_02_2026,total,5.55,bearish,3,,
SALE_11_2024,leafy,0.64,fair,3,1758.0,642041.0
SALE_11_2024,semi_leafy,0.55,fair,3,1343.0,555239.0
SALE_11_2024,tippy,1.0,fair,3,2058.0,999774.0
SALE_11_2024,premium_flowery,0.05,good,4,321.0,46946.0
SALE_11_2024,off_grade,1.05,fair,3,2133.0,1049483.0
SALE_11_2024,dust,0.43,good,4,509.0,430822.0
SALE_11_2024,total,5.3,fair,3,,
SALE_32_2024,high_medium,0.82,fair,3,1896.0,819406.0
SALE_32_2024,leafy,0.63,fair,3,1939.0,715016.0
SALE_32_2024,tippy,0.94,fair,3,1947.0,937212.0
SALE_32_2024,premium_flowery,0.06,good,4,416.0,61421.0
SALE_32_2024,off_grade,1.14,fair,3,2270.0,1143755.0
SALE_32_2024,dust,0.49,fair,3,559.0,492852.0
SALE_32_2024,total,5.63,fair_general,3,,
SALE_07_2024,ex_estate,0.74,irregular,3,728.0,738559.0
SALE_07_2024,leafy,0.63,fair,3,1754.0,631049.0
SALE_07_2024,semi_leafy,0.6,fair,3,1437.0,599532.0
SALE_07_2024,tippy,0.97,good,4,2001.0,974271.0
SALE_07_2024,premium_flowery,0.06,good,4,380.0,57270.0
SALE_07_2024,off_grade,0.93,irregular,3,1947.0,932835.0
SALE_07_2024,dust,0.43,fair,3,489.0,432047.0
SALE_07_2024,total,4.84,irregular,3,,
SALE_19_2024,high_medium,0.87,fair,3,1780.0,870391.0
SALE_19_2024,leafy,0.59,fair,3,2070.0,865070.0
SALE_19_2024,tippy,1.0,fair,3,1987.0,1005372.0
SALE_19_2024,premium_flowery,0.05,good,4,269.0,46330.0
SALE_19_2024,off_grade,0.99,good,4,2018.0,997156.0
SALE_19_2024,dust,0.38,fair,3,438.0,376904.0
SALE_19_2024,total,5.51,fair,3,,
UNKNOWN_Sale of 14 & 15 May 2025.pdf,ex_estate,0.97,less,2,951.0,975658.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,high_medium,0.57,fair,3,1141.0,574611.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,leafy,0.84,fair,3,2071.0,837626.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,semi_leafy,0.59,fair,3,1316.0,587904.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,tippy,0.65,fair,3,1312.0,653226.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,premium_flowery,0.04,fair,3,248.0,43647.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,off_grade,0.79,irregular,3,1527.0,795038.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,dust,0.65,less,2,663.0,653403.0
UNKNOWN_Sale of 14 & 15 May 2025.pdf,total,5.12,fair_general,3,,
SALE_40_2025,ex_estate,0.75,less,2,771.0,749237.0
SALE_40_2025,high_medium,0.67,irregular,3,1595.0,674836.0
SALE_40_2025,leafy,0.69,fair,3,1845.0,687381.0
SALE_40_2025,semi_leafy,0.7,fair,3,1655.0,698027.0
SALE_40_2025,tippy,0.89,fair,3,1875.0,886077.0
SALE_40_2025,premium_flowery,0.06,fair,3,422.0,57647.0
SALE_40_2025,off_grade,1.23,irregularlylower,3,2362.0,1230566.0
SALE_40_2025,dust,0.52,fair,3,578.0,518667.0
SALE_40_2025,total,5.5,fair_general,3,,
SALE_48_2025,ex_estate,0.79,irregular,3,826.0,786236.0
SALE_48_2025,high_medium,0.77,easier,3,1718.0,771422.0
SALE_48_2025,leafy,0.81,fair,3,2094.0,808831.0
SALE_48_2025,semi_leafy,0.72,fair,3,1722.0,724589.0
SALE_48_2025,tippy,0.92,fair,3,1998.0,917888.0
SALE_48_2025,premium_flowery,0.05,good,4,366.0,48156.0
SALE_48_2025,off_grade,1.24,irregular,3,2409.0,1243689.0
SALE_48_2025,dust,0.46,fair,3,515.0,457498.0
SALE_48_2025,total,5.76,fair_general,3,,
SALE_27_2025,ex_estate,0.76,good,4,777.0,760431.0
SALE_27_2025,high_medium,0.97,fair,3,2140.0,974273.0
SALE_27_2025,leafy,0.89,fair,3,2210.0,889195.0
SALE_27_2025,semi_leafy,0.74,fair,3,1672.0,737193.0
SALE_27_2025,tippy,0.99,fair,3,2093.0,995689.0
SALE_27_2025,premium_flowery,0.06,fair,3,403.0,63586.0
SALE_27_2025,off_grade,1.41,irregular,3,2605.0,1406690.0
SALE_27_2025,dust,0.49,fair,3,548.0,487227.0
SALE_27_2025,total,6.31,fairgeneral,3,,
SALE_41_2024,high_medium,0.73,less,2,1642.0,728309.0
SALE_41_2024,leafy,0.66,fair,3,1754.0,639571.0
SALE_41_2024,tippy,0.94,less,2,1949.0,941156.0
SALE_41_2024,premium_flowery,0.05,fair,3,368.0,52830.0
SALE_41_2024,off_grade,1.1,less,2,2184.0,1097419.0
SALE_41_2024,dust,0.46,irregular,3,519.0,460472.0
SALE_41_2024,total,5.38,less,2,,
SALE_28_2024,high_medium,0.75,less,2,1688.0,752385.0
SALE_28_2024,leafy,0.6,fair,3,1985.0,771768.0
SALE_28_2024,tippy,0.88,fair,3,1878.0,878656.0
SALE_28_2024,premium_flowery,0.06,fair,3,387.0,63316.0
SALE_28_2024,off_grade,1.07,fair,3,2138.0,1067688.0
SALE_28_2024,dust,0.49,less,2,538.0,491955.0
SALE_28_2024,total,5.39,fair,3,,
SALE_15_2024,ex_estate,0.69,fair,3,715.0,692040.0
SALE_15_2024,leafy,0.62,fair,3,1700.0,619331.0
SALE_15_2024,semi_leafy,0.47,fair,3,1195.0,473639.0
SALE_15_2024,tippy,0.84,fair,3,1810.0,843574.0
SALE_15_2024,premium_flowery,0.04,less,2,297.0,42409.0
SALE_15_2024,off_grade,1.09,less,2,2189.0,1092837.0
SALE_15_2024,dust,0.42,fair,3,487.0,419781.0
SALE_15_2024,total,5.04,fair_general,3,,
SALE_50_2024,high_medium,0.77,fair,3,1718.0,766496.0
SALE_50_2024,leafy,0.69,fair,3,1949.0,717793.0
SALE_50_2024,tippy,0.94,fair,3,2019.0,941767.0
SALE_50_2024,premium_flowery,0.06,fair,3,392.0,56629.0
SALE_50_2024,off_grade,1.14,less,2,2241.0,1140089.0
SALE_50_2024,dust,0.57,less,2,626.0,566254.0
SALE_50_2024,total,5.81,fair_general,3,,
SALE_03_2024,ex_estate,0.76,improved,3,746.0,765788.0
SALE_03_2024,leafy,0.69,less,2,1915.0,689926.0
SALE_03_2024,semi_leafy,0.62,less,2,1470.0,619175.0
SALE_03_2024,tippy,0.89,improved,3,1895.0,887526.0
SALE_03_2024,premium_flowery,0.06,improved,3,414.0,64251.0
SALE_03_2024,off_grade,1.09,irregular,3,2227.0,1089613.0
SALE_03_2024,dust,0.43,good,4,485.0,433118.0
SALE_03_2024,total,5.18,improved,3,,
SALE_36_2025,ex_estate,0.65,good,4,705.0,652564.0
SALE_36_2025,high_medium,0.58,fair,3,1375.0,580731.0
SALE_36_2025,leafy,0.7,fair,3,1877.0,700732.0
SALE_36_2025,semi_leafy,0.61,fair,3,1473.0,609841.0
SALE_36_2025,tippy,0.86,fair,3,1863.0,862383.0
SALE_36_2025,premium_flowery,0.05,fair,3,415.0,53841.0
SALE_36_2025,off_grade,1.18,fair,3,2316.0,1179185.0
SALE_36_2025,dust,0.44,good,4,538.0,443392.0
SALE_36_2025,total,5.08,fair_general,3,,
SALE_07_2026,ex_estate,0.8,good,4,859.0,799623.0
SALE_07_2026,high_medium,0.65,fair,3,1589.0,646567.0
SALE_07_2026,leafy,0.83,fair,3,2293.0,829242.0
SALE_07_2026,semi_leafy,0.64,fair,3,1621.0,643358.0
SALE_07_2026,tippy,0.94,fair,3,2091.0,942118.0
SALE_07_2026,premium_flowery,0.06,fair,3,454.0,63340.0
SALE_07_2026,off_grade,1.26,less,2,2470.0,1264462.0
SALE_07_2026,dust,0.53,less,2,598.0,534304.0
SALE_07_2026,total,5.72,fair_general,3,,
SALE_23_2025,ex_estate,0.91,irregular,3,875.0,912773.0
SALE_23_2025,high_medium,0.91,irregular,3,1870.0,907059.0
SALE_23_2025,leafy,0.91,fair,3,2163.0,907969.0
SALE_23_2025,semi_leafy,0.77,fair,3,1713.0,773403.0
SALE_23_2025,tippy,1.08,less,2,2225.0,1080468.0
SALE_23_2025,premium_flowery,0.07,weak,3,440.0,69184.0
SALE_23_2025,off_grade,1.35,less,2,2483.0,1347882.0
SALE_23_2025,dust,0.62,weak,3,650.0,621221.0
SALE_23_2025,total,6.62,bearish,3,,
SALE_11_2026,ex_estate,0.83,goodgeneral,3,875.0,831910.0
SALE_11_2026,high_medium,0.47,good,4,1118.0,471755.0
SALE_11_2026,leafy,0.68,fair,3,1970.0,676996.0
SALE_11_2026,semi_leafy,0.58,fair,3,1500.0,583436.0
SALE_11_2026,tippy,0.82,fair,3,1823.0,819356.0
SALE_11_2026,premium_flowery,0.04,less,2,338.0,42770.0
SALE_11_2026,off_grade,1.18,fair,3,2295.0,1184994.0
SALE_11_2026,dust,0.5,fair,3,580.0,504795.0
SALE_11_2026,total,5.12,fair_general,3,,
SALE_24_2024,high_medium,0.82,good,4,1777.0,822548.0
SALE_24_2024,leafy,0.62,good,4,2235.0,940446.0
SALE_24_2024,tippy,0.94,good,4,1950.0,940097.0
SALE_24_2024,premium_flowery,0.06,good,4,363.0,59050.0
SALE_24_2024,off_grade,1.12,fair,3,2196.0,1122266.0
SALE_24_2024,dust,0.53,less,2,580.0,533148.0
SALE_24_2024,total,5.87,fair_general,3,,
SALE_37_2024,high_medium,0.51,good,4,1214.0,510878.0
SALE_37_2024,leafy,0.51,fair,3,1492.0,520985.0
SALE_37_2024,tippy,0.74,fair,3,1593.0,738695.0
SALE_37_2024,premium_flowery,0.04,fair,3,282.0,37063.0
SALE_37_2024,off_grade,0.67,irregular,3,1393.0,669041.0
SALE_37_2024,dust,0.37,irregularlylower,3,423.0,369480.0
SALE_37_2024,total,4.03,bearish,3,,
SALE_32_2025,ex_estate,0.73,good,4,770.0,732392.0
SALE_32_2025,high_medium,0.64,good,4,1507.0,642921.0
SALE_32_2025,leafy,0.77,less,2,2033.0,775290.0
SALE_32_2025,semi_leafy,0.67,fair,3,1592.0,673019.0
SALE_32_2025,tippy,0.9,fair,3,1922.0,898050.0
SALE_32_2025,premium_flowery,0.05,fair,3,399.0,53112.0
SALE_32_2025,off_grade,1.27,fair,3,2458.0,1268903.0
SALE_32_2025,dust,0.46,fair,3,524.0,458330.0
SALE_32_2025,total,5.5,fairgeneral,3,,
SALE_08_2024,ex_estate,0.72,irregular,3,727.0,722626.0
SALE_08_2024,leafy,0.58,fair,3,1642.0,582862.0
SALE_08_2024,semi_leafy,0.59,fair,3,1403.0,588766.0
SALE_08_2024,tippy,0.92,less,2,1927.0,925924.0
SALE_08_2024,premium_flowery,0.05,less,2,360.0,52251.0
SALE_08_2024,off_grade,0.89,fair,3,1885.0,888956.0
SALE_08_2024,dust,0.41,fair,3,463.0,414980.0
SALE_08_2024,total,4.64,fair_general,3,,
SALE_12_2024,ex_estate,0.85,fair,3,848.0,847594.0
SALE_12_2024,leafy,0.52,less,2,1650.0,604414.0
SALE_12_2024,tippy,0.91,fair,3,1916.0,913443.0
SALE_12_2024,premium_flowery,0.04,good,4,272.0,38260.0
SALE_12_2024,off_grade,1.0,irregular,3,2007.0,999001.0
SALE_12_2024,dust,0.45,fair,3,520.0,451279.0
SALE_12_2024,total,5.13,fair_general,3,,
SALE_46_2024,high_medium,0.64,fair,3,1500.0,641045.0
SALE_46_2024,leafy,0.73,fair,3,1917.0,700044.0
SALE_46_2024,tippy,1.03,fair,3,2141.0,1033836.0
SALE_46_2024,premium_flowery,0.05,fair,3,384.0,54577.0
SALE_46_2024,off_grade,1.29,fair,3,2432.0,1292813.0
SALE_46_2024,dust,0.48,fair,3,563.0,484764.0
SALE_46_2024,total,5.64,fair,3,,
SALE_45_2025,ex_estate,0.66,fair,3,687.0,656023.0
SALE_45_2025,high_medium,0.55,fair,3,1314.0,549744.0
SALE_45_2025,leafy,0.71,fair,3,1930.0,713541.0
SALE_45_2025,semi_leafy,0.66,fair,3,1568.0,656342.0
SALE_45_2025,tippy,0.88,fair,3,1868.0,879111.0
SALE_45_2025,premium_flowery,0.05,fair,3,352.0,47787.0
SALE_45_2025,off_grade,1.09,fair,3,2135.0,1094373.0
SALE_45_2025,dust,0.37,fair,3,452.0,374390.0
SALE_45_2025,total,4.97,fair,3,,
SALE_14_2024,ex_estate,0.74,fair,3,750.0,739576.0
SALE_14_2024,leafy,0.65,fair,3,1737.0,648737.0
SALE_14_2024,semi_leafy,0.49,less,2,1202.0,492639.0
SALE_14_2024,tippy,0.89,fair,3,1875.0,888323.0
SALE_14_2024,premium_flowery,0.04,good,4,259.0,36425.0
SALE_14_2024,off_grade,1.12,less,2,2220.0,1124193.0
SALE_14_2024,dust,0.42,less,2,494.0,419052.0
SALE_14_2024,total,5.19,fair_general,3,,
SALE_05_2026,ex_estate,0.78,fair,3,801.0,784524.0
SALE_05_2026,high_medium,0.65,irregular,3,1629.0,654744.0
SALE_05_2026,leafy,0.96,fair,3,2505.0,962061.0
SALE_05_2026,semi_leafy,0.8,fair,3,1839.0,798991.0
SALE_05_2026,tippy,1.01,fair,3,2104.0,1013558.0
SALE_05_2026,premium_flowery,0.06,improved,3,458.0,62362.0
SALE_05_2026,off_grade,1.31,less,2,2593.0,1309972.0
SALE_05_2026,dust,0.5,fair,3,564.0,503510.0
SALE_05_2026,total,6.09,fair_general,3,,
SALE_26_2024,high_medium,0.68,fair,3,1536.0,682094.0
SALE_26_2024,leafy,0.53,fair,3,1986.0,787077.0
SALE_26_2024,tippy,0.78,fair,3,1692.0,780833.0
SALE_26_2024,premium_flowery,0.05,fair,3,346.0,54658.0
SALE_26_2024,off_grade,1.06,fair,3,2154.0,1057719.0
SALE_26_2024,dust,0.43,good,4,495.0,426856.0
SALE_26_2024,total,5.01,fair,3,,
SALE_33_2024,high_medium,0.78,fair,3,1789.0,783076.0
SALE_33_2024,leafy,0.68,fair,3,1801.0,662537.0
SALE_33_2024,tippy,1.05,less,2,2137.0,1048930.0
SALE_33_2024,premium_flowery,0.08,irregularlyeasier,3,495.0,76850.0
SALE_33_2024,off_grade,1.17,fair,3,2306.0,1166345.0
SALE_33_2024,dust,0.55,irregularlylower,3,616.0,551846.0
SALE_33_2024,total,5.8,fair_general,3,,
SALE_03_2026,ex_estate,0.82,fair,3,860.0,822654.0
SALE_03_2026,high_medium,0.07,easier,3,1625.0,701393.0
SALE_03_2026,leafy,0.9,fair,3,2207.0,903311.0
SALE_03_2026,semi_leafy,0.84,fair,3,1865.0,843481.0
SALE_03_2026,tippy,1.12,fair,3,2277.0,1123548.0
SALE_03_2026,premium_flowery,0.06,fair,3,453.0,63785.0
SALE_03_2026,off_grade,1.33,irregular,3,2567.0,1330190.0
SALE_03_2026,dust,0.56,fair,3,618.0,561246.0
SALE_03_2026,total,6.35,fair_general,3,,
SALE_20_2024,high_medium,0.96,fair,3,1976.0,964359.0
SALE_20_2024,leafy,0.69,less,2,2353.0,1044636.0
SALE_20_2024,tippy,1.12,fair,3,2183.0,1122771.0
SALE_20_2024,premium_flowery,0.06,good,4,322.0,58831.0
SALE_20_2024,off_grade,1.22,fair,3,2358.0,1216795.0
SALE_20_2024,dust,0.49,less,2,548.0,491117.0
SALE_20_2024,total,6.5,fair_general,3,,
SALE_41_2025,ex_estate,0.75,irregular,3,777.0,755484.0
SALE_41_2025,high_medium,0.68,fair,3,1579.0,677041.0
SALE_41_2025,leafy,0.74,fair,3,1946.0,741964.0
SALE_41_2025,semi_leafy,0.66,fair,3,1576.0,659537.0
SALE_41_2025,tippy,0.87,fair,3,1892.0,868791.0
SALE_41_2025,premium_flowery,0.05,fair,3,409.0,54171.0
SALE_41_2025,off_grade,1.18,irregular,3,2283.0,1182437.0
SALE_41_2025,dust,0.5,less,2,557.0,501573.0
SALE_41_2025,total,5.44,fair_general,3,,
SALE_15_2025,ex_estate,0.88,easier,3,865.0,881754.0
SALE_15_2025,high_medium,0.98,good,4,2037.0,979991.0
SALE_15_2025,leafy,0.82,good,4,2128.0,820021.0
SALE_15_2025,semi_leafy,0.65,good,4,1558.0,651802.0
SALE_15_2025,tippy,0.92,good,4,1948.0,916776.0
SALE_15_2025,premium_flowery,0.05,good,4,355.0,53901.0
SALE_15_2025,off_grade,1.13,good,4,2268.0,1134673.0
SALE_15_2025,dust,0.53,less,2,600.0,528519.0
SALE_15_2025,total,5.97,goodgeneral,3,,
SALE_49_2025,ex_estate,0.79,irregular,3,796.0,795702.0
SALE_49_2025,high_medium,0.73,fair,3,1588.0,735552.0
SALE_49_2025,leafy,0.86,fair,3,2216.0,857656.0
SALE_49_2025,semi_leafy,0.66,fair,3,1584.0,656569.0
SALE_49_2025,tippy,0.93,fair,3,2022.0,931649.0
SALE_49_2025,premium_flowery,0.05,fair,3,406.0,53226.0
SALE_49_2025,off_grade,1.25,irregular,3,2428.0,1255300.0
SALE_49_2025,dust,0.48,less,2,536.0,480109.0
SALE_49_2025,total,5.76,bearish,3,,
SALE_04_2024,ex_estate,0.88,good,4,849.0,884440.0
SALE_04_2024,leafy,0.91,good,4,2241.0,909055.0
SALE_04_2024,semi_leafy,0.82,fair,3,1750.0,821284.0
SALE_04_2024,tippy,1.21,good,4,2347.0,1210103.0
SALE_04_2024,premium_flowery,0.08,good,4,462.0,79171.0
SALE_04_2024,off_grade,1.43,irregularlylower,3,2760.0,1426770.0
SALE_04_2024,dust,0.6,less,2,637.0,604800.0
SALE_04_2024,total,6.67,good,4,,
SALE_29_2024,high_medium,0.8,less,2,1768.0,802071.0
SALE_29_2024,leafy,0.71,fair,3,2015.0,789511.0
SALE_29_2024,tippy,1.01,fair,3,2047.0,1009557.0
SALE_29_2024,premium_flowery,0.07,fair,3,409.0,68990.0
SALE_29_2024,off_grade,1.12,fair,3,2199.0,1122692.0
SALE_29_2024,dust,0.49,less,2,549.0,494306.0
SALE_29_2024,total,5.81,fair_general,3,,
SALE_28_2025,ex_estate,0.71,fair,3,739.0,713699.0
SALE_28_2025,high_medium,0.79,fair,3,1749.0,787170.0
SALE_28_2025,leafy,0.84,fair,3,2112.0,836355.0
SALE_28_2025,semi_leafy,0.7,fair,3,1598.0,697770.0
SALE_28_2025,tippy,0.93,fair,3,1984.0,927161.0
SALE_28_2025,premium_flowery,0.06,fair,3,398.0,57723.0
SALE_28_2025,off_grade,1.41,irregular,3,2649.0,1413184.0
SALE_28_2025,dust,0.5,fair,3,567.0,504756.0
SALE_28_2025,total,5.94,fair,3,,
SALE_42_2024,high_medium,0.72,less,2,1596.0,716609.0
SALE_42_2024,leafy,0.74,fair,3,1783.0,651789.0
SALE_42_2024,tippy,0.97,fair,3,1979.0,971906.0
SALE_42_2024,premium_flowery,0.06,fair,3,396.0,58347.0
SALE_42_2024,off_grade,1.23,less,2,2309.0,1226186.0
SALE_42_2024,dust,0.49,irregular,3,548.0,490380.0
SALE_42_2024,total,5.75,less,2,,
SALE_16_2024,high_medium,0.81,fair,3,1764.0,811478.0
SALE_16_2024,leafy,0.44,fair,3,1572.0,553786.0
SALE_16_2024,tippy,0.74,fair,3,1637.0,740009.0
SALE_16_2024,premium_flowery,0.04,good,4,275.0,38880.0
SALE_16_2024,off_grade,1.02,less,2,2054.0,1020007.0
SALE_16_2024,dust,0.42,fair,3,481.0,423296.0
SALE_16_2024,total,4.68,fair_general,3,,
SALE_08_2026,ex_estate,0.82,good,4,853.0,823266.0
SALE_08_2026,high_medium,0.63,fair,3,1549.0,634203.0
SALE_08_2026,leafy,0.72,fair,3,2074.0,724854.0
SALE_08_2026,semi_leafy,0.65,fair,3,1671.0,646703.0
SALE_08_2026,tippy,0.88,fair,3,1984.0,884025.0
SALE_08_2026,premium_flowery,0.04,fair,3,328.0,41967.0
SALE_08_2026,off_grade,1.23,fair,3,2361.0,1235538.0
SALE_08_2026,dust,0.54,fair,3,601.0,542634.0
SALE_08_2026,total,5.53,fair,3,,
SALE_24_2025,ex_estate,0.86,fair,3,828.0,858896.0
SALE_24_2025,high_medium,1.12,irregular,3,2337.0,1122963.0
SALE_24_2025,leafy,0.83,fair,3,2053.0,831055.0
SALE_24_2025,semi_leafy,0.7,fair,3,1588.0,697128.0
SALE_24_2025,tippy,0.96,fair,3,2021.0,962742.0
SALE_24_2025,premium_flowery,0.07,good,4,441.0,67577.0
SALE_24_2025,off_grade,1.38,irregular,3,2449.0,1376587.0
SALE_24_2025,dust,0.62,fair,3,655.0,620431.0
SALE_24_2025,total,6.54,fairgeneral,3,,
SALE_12_2026,ex_estate,0.84,fair_general,3,865.0,844419.0
SALE_12_2026,high_medium,0.48,fair,3,1179.0,481625.0
