sale_id,auction_date,region,region_label,lat,lon,pdf_source,text_condition_score,text_crop_change,text_has_rain,text_has_mist,text_has_bright,text_has_thunder,text_keywords,text_raw_summary,temperature_2m_max_mean,temperature_2m_max_max,temperature_2m_max_min,temperature_2m_min_mean,temperature_2m_min_max,temperature_2m_min_min,temperature_2m_mean_mean,temperature_2m_mean_max,temperature_2m_mean_min,precipitation_sum_total,precipitation_sum_max_day,rain_sum_total,rain_sum_max_day,windspeed_10m_max_mean,windspeed_10m_max_max,windspeed_10m_max_min,sunshine_duration_total,sunshine_duration_max_day,et0_fao_evapotranspiration_total,et0_fao_evapotranspiration_max_day,relative_humidity_2m_max_mean,relative_humidity_2m_max_max,relative_humidity_2m_max_min,relative_humidity_2m_min_mean,relative_humidity_2m_min_max,relative_humidity_2m_min_min,fetch_start,fetch_end,precipitation_sum_total_lag1,sunshine_duration_total_lag1,temperature_2m_mean_mean_lag1,precipitation_sum_total_lag2,sunshine_duration_total_lag2,temperature_2m_mean_mean_lag2,precipitation_sum_total_lag3,sunshine_duration_total_lag3,temperature_2m_mean_mean_lag3
SALE_2024_06,2024-02-06,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 6 & 7 February 2024.pdf,-1,unknown,0,1,1,0,sunny|misty|mist,"Uva/Udapussellawa Region
Both regions reported sunny weather throughout the week. The Department of
Meteorology expects misty mornings in the Uva Region in the week ahead.",24.61,25.7,23.4,17.19,19.0,15.4,20.57,21.0,20.1,35.0,14.0,35.0,14.0,9.26,11.3,5.9,230247.54,42078.3,23.97,4.75,98.29,100,97,72.29,82,48,2024-01-30,2024-02-05,5.3,261657.69,19.46,13.8,275793.8,19.94,57.3,190970.76,19.53
SALE_2024_07,2024-02-13,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 13 & 14 February 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Region
Bright weather was reported throughout the week in the Uva and
Udapussellawa Regions. According to the Department of
Meteorology, showers and windy conditions are expected in both
regions in the week ahead.",24.49,24.9,24.0,15.87,17.7,14.2,19.76,20.5,19.1,1.3,1.3,1.3,1.3,14.4,17.1,11.6,289021.77,42180.97,30.29,4.78,96.43,99,93,62.71,67,49,2024-02-06,2024-02-12,35.0,230247.54,20.57,5.3,261657.69,19.46,13.8,275793.8,19.94
SALE_2024_08,2024-02-19,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 19 & 20 February 2024.pdf,0,unknown,1,0,0,0,clear|showers,"Uva/Udapussellawa Region
The Uva and Udapussellawa regions reported clear weather
throughout the week. The Department of Meteorology expects
sporadic showers and windy conditions in both regions in the
week ahead.",24.63,25.7,24.0,17.71,19.5,15.9,20.8,21.4,20.2,11.7,3.1,11.7,3.1,14.57,17.1,11.7,280824.98,42238.04,27.07,4.76,97.71,99,96,70.43,78,62,2024-02-12,2024-02-18,5.6,283161.58,19.81,31.9,221174.08,20.53,2.8,280333.21,19.51
SALE_2024_09,2024-02-27,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 27 & 28 February 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Region
Bright weather was reported throughout the week in the Uva and
Udapussellawa regions. The Department of Meteorology expects
showers and windy conditions in both regions in the week ahead.",26.53,27.0,25.8,16.61,18.2,15.1,21.39,21.7,20.8,5.8,2.1,5.8,2.1,10.5,15.9,5.3,291881.64,42265.12,31.47,4.97,98.71,100,97,55.0,64,42,2024-02-20,2024-02-26,10.4,285370.53,20.83,1.3,289021.77,19.76,35.0,230247.54,20.57
SALE_2024_10,2024-03-05,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 5 & 6 March 2024.pdf,2,unknown,0,0,1,0,sunny|dry,"Uva/Udapussellawa Region
The Uva and Uda Pussellawa regions reported sunny weather
throughout the week. According to the Department of
Meteorology, dry weather conditions are expected in both
regions in the week ahead.",26.0,27.5,23.9,16.56,19.5,14.7,20.86,21.8,20.4,7.4,2.1,7.4,2.1,13.44,16.4,9.5,277365.38,42266.3,30.53,5.52,96.14,99,91,56.71,72,38,2024-02-27,2024-03-04,5.8,291881.64,21.39,10.4,285370.53,20.83,1.3,289021.77,19.76
SALE_2024_11,2024-03-12,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 12 & 13 March 2024.pdf,-1,unknown,0,1,1,0,bright|misty|mist,"Uva/Udapussellawa Region
Bright weather was reported in the Uva and Uda Pussellawa
regions throughout the week. Misty mornings are expected in
both regions in the week ahead according to the Department of
Meteorology.",27.83,28.5,27.0,15.93,16.6,15.1,21.69,22.5,21.2,1.0,0.5,1.0,0.5,10.77,14.1,8.2,284210.47,42259.37,36.08,5.82,92.71,100,78,42.29,50,33,2024-03-05,2024-03-11,7.4,277365.38,20.86,5.8,291881.64,21.39,10.4,285370.53,20.83
SALE_2024_12,2024-03-19,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 19 & 20 March 2024.pdf,2,unknown,0,0,1,0,sunny|dry,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported sunny weather
throughout the week. According to the Department of
Meteorology, dry weather conditions are expected in both
regions in the week ahead.",28.8,29.7,28.1,15.71,16.9,14.5,22.09,22.4,21.6,1.7,0.9,1.7,0.9,10.51,13.6,7.9,292461.88,42234.69,37.42,5.79,95.29,100,85,37.57,49,27,2024-03-12,2024-03-18,1.0,284210.47,21.69,7.4,277365.38,20.86,5.8,291881.64,21.39
SALE_2024_13,2024-03-26,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 26 & 27 March 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright morning and sporadic evening showers were reported from the
Uva and Uda Pussellawa regions throughout the week.
According to the Department of Meteorology, showers are expected in
both regions in the week ahead.",26.59,28.9,25.2,17.07,18.4,14.9,21.47,22.0,20.8,27.8,8.0,27.8,8.0,10.37,11.8,8.8,253920.68,42190.65,28.19,5.49,97.29,100,92,60.57,74,39,2024-03-19,2024-03-25,1.7,292461.88,22.09,1.0,284210.47,21.69,7.4,277365.38,20.86
SALE_2024_14,2024-04-02,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 2 & 3 April 2024.pdf,-2,unknown,1,1,1,0,bright|showers|misty|mist,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported bright mornings and
sporadic evening showers throughout the week. According to the
Department of Meteorology, showers and misty conditions are
expected in both regions in the week ahead.",26.27,27.0,25.6,16.99,18.7,15.4,21.4,21.9,21.1,46.7,21.5,46.7,21.5,8.29,9.6,5.9,262321.55,42415.73,30.24,5.2,97.86,100,93,63.57,73,51,2024-03-26,2024-04-01,27.8,253920.68,21.47,1.7,292461.88,22.09,1.0,284210.47,21.69
SALE_2024_15,2024-04-16,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 16 & 17 April 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright mornings were reported from the Uva and Udapussellawa
regions throughout the week. The Department of Meteorology
expects showers in the Uva Region in the week ahead.",26.07,27.9,23.8,17.7,18.9,16.2,21.39,21.8,20.8,75.0,29.0,75.0,29.0,10.93,12.4,9.0,237901.57,42004.56,26.9,5.45,97.0,98,95,68.57,83,49,2024-04-09,2024-04-15,16.1,286347.86,22.26,46.7,262321.55,21.4,27.8,253920.68,21.47
SALE_2024_16,2024-04-22,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 22 & 24 April 2024.pdf,-2,unknown,1,1,1,0,bright|showers|misty|mist,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported bright weather
throughout the week. Misty mornings and afternoon/night
showers are expected in the Uva Region in the week ahead
according to the Department of Meteorology.",26.51,27.8,24.8,17.43,18.9,16.6,21.91,22.7,21.2,21.2,9.6,21.2,9.6,8.13,10.8,5.8,273012.66,43447.53,30.73,5.13,98.0,100,93,67.29,83,58,2024-04-15,2024-04-21,67.4,255075.23,21.56,20.1,280170.45,22.19,41.1,268634.82,21.39
SALE_2024_17,2024-04-29,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 29 & 30 April 2024.pdf,1,unknown,0,0,1,0,bright,"Uva/Udapussellawa Regions
Both regions reported bright weather throughout the week.",27.56,28.0,27.0,17.81,19.0,16.4,22.54,23.0,22.2,17.5,7.0,17.5,7.0,8.79,10.9,5.5,278624.35,42865.48,33.51,5.12,98.71,100,96,59.71,71,55,2024-04-22,2024-04-28,21.2,273012.66,21.91,67.4,255075.23,21.56,20.1,280170.45,22.19
SALE_2024_18,2024-05-07,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 7 & 8 May 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright weather was reported in the Uva and Udapussellawa
regions throughout the week. According to the Department of
Meteorology, evening showers are expected in the Uva Region in
the week ahead.",28.53,29.5,26.5,18.56,19.4,18.1,23.3,24.1,22.1,6.5,3.2,6.5,3.2,9.31,12.7,6.1,289126.35,43577.41,34.1,5.21,98.0,100,96,59.29,74,50,2024-04-30,2024-05-06,22.5,278354.61,22.54,12.6,289628.5,22.07,75.0,237901.57,21.39
SALE_2024_19,2024-05-14,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 14 & 15 May 2024.pdf,-2,unknown,1,0,1,0,bright|showers|heavy,"Uva/Udapussellawa Regions
Both regions reported bright mornings and evening showers
throughout the week. Heavy showers are expected in the Uva
Region in the week ahead according to the Department of
Meteorology.",26.9,29.0,25.8,19.26,20.1,18.1,22.57,23.7,22.0,105.7,23.6,105.7,23.6,7.37,8.7,5.5,209869.62,42369.63,25.23,4.72,97.71,100,95,69.0,75,52,2024-05-07,2024-05-13,6.5,289126.35,23.3,22.5,278354.61,22.54,12.6,289628.5,22.07
SALE_2024_20,2024-05-20,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 20 & 21 May 2024.pdf,-1,unknown,1,0,0,0,rain,"Uva/Udapussellawa Regions
Rain was reported from the Uva and Udapussellawa regions
throughout the week.",25.57,26.5,24.9,19.4,20.1,18.4,22.1,22.4,21.8,104.2,18.9,104.2,18.9,6.84,8.6,4.8,165987.84,29243.79,21.95,3.71,98.71,100,96,76.43,81,72,2024-05-13,2024-05-19,87.0,228247.03,22.81,12.3,286740.26,23.04,17.5,278624.35,22.54
SALE_2024_21,2024-05-28,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 28 & 29 May 2024.pdf,-1,unknown,1,0,0,0,showers,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported gloomy weather
conditions and sporadic showers throughout the week. According
to the Department of Meteorology, evening/night showers are
expected in the Uva Region in the week ahead.",26.01,26.7,25.2,20.53,21.2,19.7,22.81,23.4,22.3,28.7,6.0,28.7,6.0,14.99,19.4,6.8,219969.31,39531.34,24.18,3.8,96.29,98,93,74.0,81,68,2024-05-21,2024-05-27,108.2,140787.84,22.0,105.7,209869.62,22.57,6.5,289126.35,23.3
SALE_2024_22,2024-06-04,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 4 & 5 June 2024.pdf,-2,unknown,1,0,0,0,showers|dull,"Uva/Udapussellawa Regions
The Uva Region reported dull weather and showers, whilst the
Udapussellawa Region reported showers throughout the week.",27.01,28.3,25.4,20.21,21.3,19.5,23.34,24.1,22.0,41.4,26.8,41.4,26.8,8.4,10.4,5.9,234846.86,41367.97,26.98,4.62,95.86,100,87,70.43,82,62,2024-05-28,2024-06-03,28.7,219969.31,22.81,108.2,140787.84,22.0,105.7,209869.62,22.57
SALE_2024_23,2024-06-11,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 11 & 12 June 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported bright weather
throughout the week. Showers are expected in the evening/night
in the Uva Region in the week ahead according to the Department
of Meteorology.",25.76,27.0,24.7,18.76,19.8,18.0,21.94,22.3,21.5,9.7,2.6,9.7,2.6,12.24,17.4,6.7,263159.52,41363.84,26.38,3.98,99.14,100,98,75.57,83,69,2024-06-04,2024-06-10,41.4,234846.86,23.34,28.7,219969.31,22.81,108.2,140787.84,22.0
SALE_2024_24,2024-06-18,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 18 & 19 June 2024.pdf,1,unknown,0,0,1,0,sunny,"Uva/Udapussellawa Regions
Sunny weather was reported in the Uva and Udapussellawa
regions throughout the week.",26.93,27.3,25.9,18.11,19.5,17.4,22.33,22.8,21.8,10.5,3.9,10.5,3.9,6.66,8.2,5.1,287518.3,43468.36,29.56,4.48,95.86,99,92,67.29,71,65,2024-06-11,2024-06-17,9.7,263159.52,21.94,41.4,234846.86,23.34,28.7,219969.31,22.81
SALE_2024_25,2024-06-25,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 25 & 26 June 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported bright windy mornings
and isolated evening showers throughout the week.",26.74,27.7,26.1,19.24,21.1,17.9,22.59,23.2,21.7,15.9,6.7,15.9,6.7,7.67,12.5,4.7,234886.96,42555.26,25.05,4.28,95.29,97,91,64.71,71,58,2024-06-18,2024-06-24,10.5,287518.3,22.33,9.7,263159.52,21.94,41.4,234846.86,23.34
SALE_2024_26,2024-07-02,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 2 & 3 July 2024.pdf,0,unknown,1,0,1,0,sunny|rain,"Uva/Udapussellawa Regions
Sunny weather was reported in the Uva and Udapussellawa
regions throughout the week. Rain is expected in the Uva Region
in the week ahead by the Department of Meteorology.",26.7,28.0,25.2,18.93,20.9,16.0,22.53,23.2,22.0,14.8,7.0,14.8,7.0,7.24,9.0,6.5,234429.77,43451.71,26.19,4.42,95.29,100,88,62.43,71,53,2024-06-25,2024-07-01,15.9,234886.96,22.59,10.5,287518.3,22.33,9.7,263159.52,21.94
SALE_2024_27,2024-07-09,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 9 & 10 July 2024.pdf,-1,unknown,1,0,0,0,showers,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported sporadic showers
throughout the week.",26.36,27.4,25.8,18.69,19.4,18.0,22.04,22.6,21.4,37.1,12.7,37.1,12.7,6.71,8.1,5.0,231737.03,41615.29,25.38,4.14,97.0,100,91,66.43,75,61,2024-07-02,2024-07-08,14.8,234429.77,22.53,15.9,234886.96,22.59,10.5,287518.3,22.33
SALE_2024_28,2024-07-15,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 15 & 17 July 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright weather with sporadic showers were reported in the Uva and
Udapussellawa regions throughout the week.",26.89,28.0,25.8,18.44,19.8,17.5,22.41,23.3,21.8,25.0,19.0,25.0,19.0,7.84,12.3,5.6,260925.53,42853.42,28.07,4.43,91.86,96,84,59.86,68,48,2024-07-08,2024-07-14,35.2,244068.0,22.16,13.4,212525.22,22.57,16.9,257185.23,22.43
SALE_2024_29,2024-07-22,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 22 & 23 July 2024.pdf,1,unknown,0,0,1,0,sunny,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported sunny weather and
windy conditions throughout the week.",27.36,28.9,26.1,19.57,20.7,17.0,23.11,23.5,22.8,1.3,0.9,1.3,0.9,10.36,15.0,7.8,227664.27,42744.26,28.67,5.65,86.86,95,81,54.57,64,40,2024-07-15,2024-07-21,25.0,260925.53,22.41,35.2,244068.0,22.16,13.4,212525.22,22.57
SALE_2024_30,2024-07-30,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 30 & 31 July 2024.pdf,1,unknown,0,0,1,0,bright,"Uva/Udapussellawa Regions
Bright weather and windy conditions were reported in the Uva
and Udapussellawa regions throughout the week.",29.69,30.4,29.1,20.26,21.9,18.9,24.49,25.2,24.1,8.3,7.9,8.3,7.9,12.7,18.8,8.0,266432.53,42735.1,33.48,5.2,81.71,90,72,44.57,47,42,2024-07-23,2024-07-29,1.7,245845.41,23.14,22.3,253471.57,22.61,37.1,231737.03,22.04
SALE_2024_31,2024-08-06,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 6 & 7 August 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported sunny weather and sporadic
showers throughout the week.",28.11,29.4,26.8,19.87,20.8,19.2,23.36,24.3,22.1,12.5,5.9,12.5,5.9,7.2,9.8,5.6,262223.43,42644.11,28.24,4.34,91.71,96,83,53.71,67,45,2024-07-30,2024-08-05,8.3,266432.53,24.49,1.7,245845.41,23.14,22.3,253471.57,22.61
SALE_2024_32,2024-08-13,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 13 & 14 August 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Uva/Udapussellawa Regions
Sunny weather and occasional showers were reported in both
regions throughout the week.",26.63,27.4,25.5,18.09,19.2,16.9,21.83,22.4,21.4,57.6,22.8,57.6,22.8,6.46,9.0,5.4,231880.85,41978.31,26.19,4.59,95.29,99,92,63.0,71,50,2024-08-06,2024-08-12,12.5,262223.43,23.36,8.3,266432.53,24.49,1.7,245845.41,23.14
SALE_2024_33,2024-08-20,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 20 & 21 August 2024.pdf,-1,unknown,1,0,1,0,bright|showers|rain,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported bright weather and
sporadic evening showers throughout the week. Rain is expected
in the Uva Region in the week ahead according to the
Department of Meteorology.",25.24,25.8,24.3,18.76,19.5,18.0,21.51,21.9,20.8,53.5,11.7,53.5,11.7,10.41,14.9,6.0,214169.68,40989.38,23.1,4.02,99.29,100,99,75.14,81,69,2024-08-13,2024-08-19,57.6,231880.85,21.83,12.5,262223.43,23.36,8.3,266432.53,24.49
SALE_2024_34,2024-08-27,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 27 & 28 August 2024.pdf,1,unknown,0,0,1,0,bright,"Uva/Udapussellawa Regions
Bright weather was reported in both regions throughout the week.",25.63,27.5,24.0,18.39,19.2,17.4,21.53,22.0,21.0,12.7,4.5,12.7,4.5,11.29,14.9,5.3,228004.58,41033.02,25.97,4.88,97.29,100,92,67.71,78,54,2024-08-20,2024-08-26,53.5,214169.68,21.51,57.6,231880.85,21.83,12.5,262223.43,23.36
SALE_2024_35,2024-09-03,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 3 & 4 September 2024.pdf,-1,increase,1,0,1,0,bright|showers|rain,"Uva/Udapussellawa Regions Grown Region reported an increase.
The Uva and Uda Pussellawa regions reported bright weather
and intermittent showers throughout the week. According to
the Department of Meteorology, rain is expected in the Uva
Region in the week ahead.",27.31,28.3,26.3,18.36,19.9,17.1,22.26,22.9,21.8,16.9,8.3,16.9,8.3,7.33,10.7,5.4,230636.59,37679.48,28.48,5.09,95.71,100,85,56.43,64,48,2024-08-27,2024-09-02,12.7,228004.58,21.53,53.5,214169.68,21.51,57.6,231880.85,21.83
SALE_2024_36,2024-09-09,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 9 & 10 September 2024.pdf,0,unknown,1,0,1,0,sunny|rain,"Uva/Udapussellawa Regions
Both regions reported sunny weather throughout the week.
Rain is expected in the Uva Region in the week ahead according
to the Department of Meteorology.",28.33,29.6,27.0,19.2,19.9,17.9,23.04,23.7,22.5,15.4,8.3,15.4,8.3,7.06,9.6,5.6,206072.35,37370.95,27.5,4.69,90.86,99,82,52.71,60,46,2024-09-02,2024-09-08,8.6,249949.17,22.17,17.2,224081.22,21.47,69.4,197329.39,21.5
SALE_2024_37,2024-09-18,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 18 & 19 September 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported bright weather
throughout the week. The Department of Meteorology expects
showers in the Uva Region in the week ahead.",29.27,29.9,28.6,19.57,20.6,19.0,23.77,24.0,23.3,9.3,5.4,9.3,5.4,7.23,8.9,6.1,273541.77,40974.3,31.75,4.79,87.0,95,79,46.57,52,40,2024-09-11,2024-09-17,6.8,243320.59,23.3,18.9,215116.32,22.33,8.2,226730.03,21.69
SALE_2024_38,2024-09-24,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 24 & 25 September 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright weather was reported in the Uva and Uda Pussellawa
regions throughout the week. Showers are expected in the Uva
Region in the week ahead according to the Department of
Meteorology.",30.54,31.1,29.2,17.83,19.9,16.4,23.7,24.0,23.3,2.5,1.3,2.5,1.3,10.89,12.8,6.1,276924.3,41237.36,36.19,5.57,84.57,95,80,33.86,43,27,2024-09-17,2024-09-23,9.9,277658.02,23.77,8.2,225610.51,23.13,16.9,230636.59,22.26
SALE_2024_39,2024-10-01,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 1 & 2 October 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported sunny mornings
and occasional evening showers throughout the week.",27.43,30.0,25.0,18.56,19.2,17.8,22.17,24.2,20.5,57.2,12.5,57.2,12.5,8.76,10.8,6.2,212466.78,41304.96,26.55,5.04,95.29,100,84,59.71,75,41,2024-09-24,2024-09-30,2.5,276924.3,23.7,9.9,277658.02,23.77,8.2,225610.51,23.13
SALE_2024_40,2024-10-08,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 8 & 9 October 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Both regions reported bright weather and occasional showers
throughout the week.",26.23,26.9,25.5,17.97,18.9,16.9,21.57,22.0,21.2,31.2,11.0,31.2,11.0,9.06,14.4,5.9,240182.48,40928.07,27.55,4.45,96.29,100,91,65.43,72,59,2024-10-01,2024-10-07,57.2,212466.78,22.17,2.5,276924.3,23.7,9.9,277658.02,23.77
SALE_2024_41,2024-10-15,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 15 & 16 October 2024.pdf,-1,unknown,1,0,0,0,rain,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported rain throughout
the week.",23.83,24.5,22.8,18.64,19.5,17.7,20.69,21.1,20.3,140.3,29.6,140.3,29.6,6.26,7.6,4.3,70413.52,21612.42,15.43,2.98,99.71,100,98,79.43,82,76,2024-10-08,2024-10-14,31.2,240182.48,21.57,57.2,212466.78,22.17,2.5,276924.3,23.7
SALE_2024_42,2024-10-22,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 22 & 23 October 2024.pdf,-1,unknown,1,0,0,0,showers,"Uva/Udapussellawa Regions
Gloomy weather and intermittent showers were reported in the
Uva and Uda Pussellawa regions throughout the week.",25.13,26.9,23.1,17.44,18.9,15.9,21.23,22.2,20.5,29.7,11.9,29.7,11.9,5.81,6.7,4.1,223981.57,41662.33,25.42,4.54,97.14,100,93,68.71,82,54,2024-10-15,2024-10-21,140.3,70413.52,20.69,31.2,240182.48,21.57,57.2,212466.78,22.17
SALE_2024_43,2024-10-29,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 29 & 30 October 2024.pdf,-2,unknown,1,0,0,0,showers|rain,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported rain throughout
the week. Showers are expected in the Uva Region in the
week ahead according to the Department of Meteorology.",24.46,25.4,22.6,18.01,18.6,16.8,20.91,21.4,20.4,63.5,16.2,63.5,16.2,6.4,9.4,4.9,187952.83,38543.91,21.25,3.78,97.86,100,96,76.57,85,71,2024-10-22,2024-10-28,29.7,223981.57,21.23,140.3,70413.52,20.69,31.2,240182.48,21.57
SALE_2024_44,2024-11-05,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 5 & 6 November 2024.pdf,-2,unknown,1,0,0,0,showers|rain,"Uva/Udapussellawa Regions
Rain was reported in the Uva and Uda Pussellawa regions
throughout the week. The Department of Meteorology expects
showers in the Uva Region in the week ahead.",24.27,25.1,22.9,17.59,18.6,16.8,20.39,21.0,19.9,151.9,37.2,151.9,37.2,7.1,9.3,5.8,168006.49,30652.3,19.29,3.33,97.0,98,96,76.14,81,73,2024-10-29,2024-11-04,63.5,187952.83,20.91,29.7,223981.57,21.23,140.3,70413.52,20.69
SALE_2024_45,2024-11-11,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 11 & 12 November 2024.pdf,-2,unknown,1,0,0,0,showers|rain,"Uva/Udapussellawa Regions
Both regions reported rain throughout the week. According to
the Department of Meteorology, showers are expected in the
Uva Region in the week ahead.",24.5,25.4,23.9,17.17,18.8,15.6,20.41,20.8,20.0,62.6,29.0,62.6,29.0,10.04,16.2,6.2,219815.16,41283.53,24.02,4.48,97.71,100,96,69.43,82,54,2024-11-04,2024-11-10,132.3,183363.49,20.53,66.0,172484.01,20.84,29.9,212095.62,21.29
SALE_2024_46,2024-11-19,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 19 & 20 November 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Uva/Udapussellawa Regions
Bright weather and occasional evening showers were reported
in the Uva and Uda Pussellawa regions throughout the week.
According to the Department of Meteorology, showers are
expected in the Uva Region in the week ahead.",24.19,25.2,23.1,17.06,18.0,16.5,20.14,20.6,19.5,56.6,19.4,56.6,19.4,7.99,10.7,5.1,225751.81,40916.09,21.77,3.84,99.43,100,99,74.0,79,69,2024-11-12,2024-11-18,37.0,243575.44,20.5,151.9,168006.49,20.39,63.5,187952.83,20.91
SALE_2024_47,2024-11-26,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 26 & 27 November 2024.pdf,-4,unknown,1,0,0,1,showers|rain|thunder,"Uva/Udapussellawa Regions
Both regions reported rain throughout the week.
Thundershowers are expected in the Uva Region in the week
ahead, according to the Department of Meteorology.",23.44,25.8,19.8,17.66,18.4,16.5,19.94,20.4,19.1,165.2,67.4,165.2,67.4,11.49,20.6,5.4,131474.71,29939.89,15.98,3.36,99.57,100,99,80.43,97,70,2024-11-19,2024-11-25,56.6,225751.81,20.14,37.0,243575.44,20.5,151.9,168006.49,20.39
SALE_2024_48,2024-12-03,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 3 & 4 December 2024.pdf,-1,unknown,1,0,0,0,rain,"Uva/Udapussellawa Regions
Rain was reported in the Uva and Uda Pussellawa regions
throughout the week.",25.29,27.4,21.1,18.29,19.5,16.0,20.94,22.0,19.7,162.3,142.7,162.3,142.7,11.1,17.8,6.1,138943.68,39600.0,18.06,4.01,96.0,100,91,61.0,94,37,2024-11-26,2024-12-02,165.2,131474.71,19.94,56.6,225751.81,20.14,37.0,243575.44,20.5
